AADR,UHL
VTM,CLX
VV,KOP
VV,RKD
VVB,DSA
VVM,BVRM
VVM,PKO
VYA,MID
VYA,NWU
VYA,UDN
VYN,KEI
VZM,GVI
VZM,KTV
VZM,VBL
WADI,CT
WADI,NW
WADI,SC
WADI,SDB
WANI,KAYR
WANI,MJRI
WC,JVN
WC,LM
WDA,DJA
WDA,MBG
WDM,DXN
WDM,NUQ
WDR,MED
WDR,MZL
WENA,HRT
WENA,SOW
WFD,KJM
WFD,MLO
WHM,AK
WHM,HNL
WIRR,MKDI
WIRR,VHGN
WJR,MCN
WJR,SHU
WKI,OTP
WKI,PNQ
WKI,SRR
WKR,DL
WKR,MVI
WKR,RJT
WL,KZJ
WL,NKD
WL,RDM
WPR,MBNR
WPR,SRNR
WR,AJNI
WR,BPK
WR,BSL
WR,CD
WR,HGT
WR,PLO
WR,SEGM
WRR,HGT
WRR,MJRI
WRS,KSC
WRS,NWD
WSA,AJU
WSA,NAB
WSJ,BNVD
WSJ,JAM
WSJ,PBR
WSJ,SKR
WSJ,UA
WTJ,ALB
WTJ,PDH
WTR,JSV
WTR,LNN
WZJ,GAYA
WZJ,TIA
YA,KKM
YA,MOO
YFP,CBN
YFP,GCT
YG,NRPD
YG,NW
YL,KPG
YL,MMR
YLG,HVR
YLG,UBL
YLM,AKP
YLM,NRP
YNK,BNCE
YNK,DBU
YNK,KJM
YNK,YPR
YP,KI
YP,MDR
YPR,BAND
YPR,KPD
YPR,MWM
YPR,TK
YPR,YNK
ZB,BIDR
ZB,VKB
ZBD,BTP
ZBD,JLL
ZBD,JNU
ZBD,JOP
ZBD,MAY
ZN,PBP
ZN,RGP
ZNA,DHA
ZNA,DLN
ZRDE,MW
ZRDE,SV
ZW,JYM
ZW,KRCD
